path,timestamp,label,benchmark_set,structure,schema_version,schema_description,model,run_number,question_id,question,category,operation,status,success,failure_reason,precision,recall,f1,true_positive,gold_count,generated_count,missing_count,extra_count,comparison_mode,empty_result_equivalence,projection_precision,projection_recall,llm_ms,gold_query_ms,generated_query_ms,scoring_ms,total_ms
results\flat\flat_naive\20260524_034622_flat_naive_flat_gpt-4.1-mini.json,20260524_034622,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,36,Finn totalt antall aksjer i aksjeeierboken per selskap for 2023.,aggregate_group_sum,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,879,879,879,879,"aggregate row values, ignoring output alias names",False,,,1038,0,91,26,1158
results\flat\flat_naive\20260524_034622_flat_naive_flat_gpt-4.1-mini.json,20260524_034622,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,37,Finn totalt antall aksjer eid per person.,aggregate_group_sum,aggregate,llm_error,False,JSON parse error: Expecting value: line 1 column 102 (char 101),,,,,,,,,,False,,,961,,,,961
results\flat\flat_naive\20260524_034622_flat_naive_flat_gpt-4.1-mini.json,20260524_034622,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,38,Finn totalt antall personstemmer og slengere per parti.,aggregate_group_sum,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,185,185,185,185,"aggregate row values, ignoring output alias names",False,,,878,0,36,3,920
results\flat\flat_naive\20260524_034622_flat_naive_flat_gpt-4.1-mini.json,20260524_034622,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,39,Finn totalt antall aksjer og stemmer per selskap i eierskap.,aggregate_group_sum,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,126,126,126,126,"aggregate row values, ignoring output alias names",False,,,1197,0,2,5,1206
results\flat\flat_naive\20260524_034622_flat_naive_flat_gpt-4.1-mini.json,20260524_034622,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,41,Finn gjennomsnittlig eierandel per selskap.,aggregate_group_avg,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,126,126,126,126,"aggregate row values, ignoring output alias names",False,,,898,0,2,5,908
results\flat\flat_naive\20260524_034622_flat_naive_flat_gpt-4.1-mini.json,20260524_034622,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,43,Finn gjennomsnittlig antall aksjer per landkode i aksjeeierboken.,aggregate_group_avg,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.9882,0.9882,0.9882,84,85,85,1,1,"aggregate row values, ignoring output alias names",False,,,1087,0,559,1,1650
results\flat\flat_naive\20260524_034622_flat_naive_flat_gpt-4.1-mini.json,20260524_034622,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,48,"Finn personer med roller i flere enn ett selskap. Ta med navn, fødselsdato og antall selskaper.",aggregate_having_sort_limit,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,66,66,66,66,"aggregate row values, ignoring output alias names",False,,,2008,0,17,1,2027
results\flat\flat_naive\20260524_034622_flat_naive_flat_gpt-4.1-mini.json,20260524_034622,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,50,"Finn de 10 selskapene med flest aksjeeierbokoppføringer. Ta med navn, organisasjonsnummer og antall oppføringer.",aggregate_having_sort_limit,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.3,0.3,0.3,3,10,10,7,7,"aggregate row values, ignoring output alias names",False,,,1679,0,303,0,1983
results\flat\flat_naive\20260524_034622_flat_naive_flat_gpt-4.1-mini.json,20260524_034622,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,52,"Finn politikere som eier aksjer. Ta med navn, fødselsdato, parti, selskap og eierandel.",lookup_join,aggregate,llm_error,False,JSON parse error: Expecting value: line 2 column 45 (char 104),,,,,,,,,,False,,,1957,,,,1957
results\flat\flat_naive\20260524_034622_flat_naive_flat_gpt-4.1-mini.json,20260524_034622,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,53,"Finn aksjeeierbokoppføringer for konkursbedrifter i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer og antall aksjer.",lookup_join,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.9074,0.9074,0.9074,98,108,108,10,10,"aggregate row values, ignoring output alias names",False,,,1577,0,5734,3,7316
results\flat\flat_naive\20260524_034622_flat_naive_flat_gpt-4.1-mini.json,20260524_034622,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,54,"Finn selskaper som har politikere med selskapsrolle. Ta med selskapsnavn, organisasjonsnummer og antall politikerroller.",lookup_join,aggregate,llm_error,False,JSON parse error: Expecting value: line 8 column 46 (char 233),,,,,,,,,,False,,,1966,,,,1966
results\flat\flat_naive\20260524_034622_flat_naive_flat_gpt-4.1-mini.json,20260524_034622,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,55,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti og antall roller.",lookup_join,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.6815,0.9787,0.8035,92,94,135,2,43,"aggregate row values, ignoring output alias names",False,,,2220,0,34,2,2259
results\flat\flat_naive\20260524_035800_flat_naive_flat_gpt-5-mini.json,20260524_035800,flat_naive_flat_gpt-5-mini,normal,flat,naive,flat_naive,gpt-5-mini,,10,"Finn personlige eierskap fra 2023. Ta med eiernavn, eierens fødselsdato, selskapsnavn, organisasjonsnummer, år, eierandel og antall aksjer.",find_projection,find,ok,False,Generated query missed one or more expected result documents or values.,0.875,0.875,0.875,917,1048,1048,131,131,find projected field-value pairs using gold projection fields,False,1.0,0.875,5726,0,2,7,5736
results\flat\flat_naive\20260524_035800_flat_naive_flat_gpt-5-mini.json,20260524_035800,flat_naive_flat_gpt-5-mini,normal,flat,naive,flat_naive,gpt-5-mini,,12,"Finn selskaper etablert mellom 2015 og 2020. Ta med navn, organisasjonsnummer og etableringsdato.",selection_conditions,find,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,1623,0,1623,0,find projected field-value pairs using gold projection fields,False,1.0,1.0,5141,0,2,6,5150
results\flat\flat_naive\20260524_035800_flat_naive_flat_gpt-5-mini.json,20260524_035800,flat_naive_flat_gpt-5-mini,normal,flat,naive,flat_naive,gpt-5-mini,,22,"Finn politikere med feltene politikerNavn, fødselsdato, parti, kommune og stemmer totalt.",alias_projection,aggregate,generated_query_error,False,"Executor error during aggregate command on namespace: groundtruth.politikere :: caused by :: $add only supports numeric or date types, not string, full error: {'ok': 0.0, 'errmsg': 'Executor error during aggregate command on namespace: groundtruth.politikere :: caused by :: $add only supports numeric or date types, not string', 'code': 14, 'codeName': 'TypeMismatch'}",,,,,,,,,,False,,,6161,0,6,,6271
results\flat\flat_naive\20260524_035800_flat_naive_flat_gpt-5-mini.json,20260524_035800,flat_naive_flat_gpt-5-mini,normal,flat,naive,flat_naive,gpt-5-mini,,30,Finn aktive selskaper som har aksjeeierbokoppføringer. Ta med navn og organisasjonsnummer.,quantifier_exists,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,1173,0,1173,0,"aggregate row values, ignoring output alias names",False,,,6434,0,7,9,6451
results\flat\flat_naive\20260524_035800_flat_naive_flat_gpt-5-mini.json,20260524_035800,flat_naive_flat_gpt-5-mini,normal,flat,naive,flat_naive,gpt-5-mini,,32,Finn antall selskaper per organisasjonstype.,aggregate_group_count,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.8571,0.8571,0.8571,6,7,7,1,1,"aggregate row values, ignoring output alias names",False,,,3416,0,2,0,3419
results\flat\flat_naive\20260524_035800_flat_naive_flat_gpt-5-mini.json,20260524_035800,flat_naive_flat_gpt-5-mini,normal,flat,naive,flat_naive,gpt-5-mini,,34,Finn antall aksjonærer per landkode.,aggregate_group_count,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.1059,0.1059,0.1059,9,85,85,76,76,"aggregate row values, ignoring output alias names",False,,,5690,0,1054,1,6745
results\flat\flat_naive\20260524_035800_flat_naive_flat_gpt-5-mini.json,20260524_035800,flat_naive_flat_gpt-5-mini,normal,flat,naive,flat_naive,gpt-5-mini,,35,Finn antall eierskapsoppføringer per år.,aggregate_group_count,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,2,2,2,2,"aggregate row values, ignoring output alias names",False,,,4312,0,1,0,4314
results\flat\flat_naive\20260524_035800_flat_naive_flat_gpt-5-mini.json,20260524_035800,flat_naive_flat_gpt-5-mini,normal,flat,naive,flat_naive,gpt-5-mini,,37,Finn totalt antall aksjer eid per person.,aggregate_group_sum,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,76,76,76,76,"aggregate row values, ignoring output alias names",False,,,6478,0,5,3,6486
results\flat\flat_naive\20260524_035800_flat_naive_flat_gpt-5-mini.json,20260524_035800,flat_naive_flat_gpt-5-mini,normal,flat,naive,flat_naive,gpt-5-mini,,38,Finn totalt antall personstemmer og slengere per parti.,aggregate_group_sum,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,185,185,185,185,"aggregate row values, ignoring output alias names",False,,,4162,0,37,3,4203
results\flat\flat_naive\20260524_035800_flat_naive_flat_gpt-5-mini.json,20260524_035800,flat_naive_flat_gpt-5-mini,normal,flat,naive,flat_naive,gpt-5-mini,,39,Finn totalt antall aksjer og stemmer per selskap i eierskap.,aggregate_group_sum,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,126,126,126,126,"aggregate row values, ignoring output alias names",False,,,5120,0,3,5,5129
results\flat\flat_naive\20260524_035800_flat_naive_flat_gpt-5-mini.json,20260524_035800,flat_naive_flat_gpt-5-mini,normal,flat,naive,flat_naive,gpt-5-mini,,43,Finn gjennomsnittlig antall aksjer per landkode i aksjeeierboken.,aggregate_group_avg,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.9882,0.9882,0.9882,84,85,85,1,1,"aggregate row values, ignoring output alias names",False,,,3895,0,537,1,4434
results\flat\flat_naive\20260524_035800_flat_naive_flat_gpt-5-mini.json,20260524_035800,flat_naive_flat_gpt-5-mini,normal,flat,naive,flat_naive,gpt-5-mini,,44,Finn gjennomsnittlig fødselsår per rolletype.,aggregate_group_avg,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.2222,0.2222,0.2222,2,9,9,7,7,"aggregate row values, ignoring output alias names",False,,,9968,0,13,0,9982
results\flat\flat_naive\20260524_035800_flat_naive_flat_gpt-5-mini.json,20260524_035800,flat_naive_flat_gpt-5-mini,normal,flat,naive,flat_naive,gpt-5-mini,,45,Finn gjennomsnittlig listeplass per parti.,aggregate_group_avg,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.8486,0.8486,0.8486,157,185,185,28,28,"aggregate row values, ignoring output alias names",False,,,5007,0,92,3,5102
results\flat\flat_naive\20260524_035800_flat_naive_flat_gpt-5-mini.json,20260524_035800,flat_naive_flat_gpt-5-mini,normal,flat,naive,flat_naive,gpt-5-mini,,52,"Finn politikere som eier aksjer. Ta med navn, fødselsdato, parti, selskap og eierandel.",lookup_join,aggregate,ok,False,Generated query precision is below the success threshold (0.5).,0.0042,1.0,0.0083,2,2,481,0,479,"aggregate row values, ignoring output alias names",False,,,10243,0,7930,6,18179
results\flat\flat_naive\20260524_035800_flat_naive_flat_gpt-5-mini.json,20260524_035800,flat_naive_flat_gpt-5-mini,normal,flat,naive,flat_naive,gpt-5-mini,,53,"Finn aksjeeierbokoppføringer for konkursbedrifter i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer og antall aksjer.",lookup_join,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.9074,0.9074,0.9074,98,108,108,10,10,"aggregate row values, ignoring output alias names",False,,,9026,0,5776,3,14805
results\flat\flat_naive\20260524_175522_flat_naive_flat_gpt-4.1-mini.json,20260524_175522,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,10,"Finn personlige eierskap fra 2023. Ta med eiernavn, eierens fødselsdato, selskapsnavn, organisasjonsnummer, år, eierandel og antall aksjer.",find_projection,find,ok,False,Generated query missed one or more expected result documents or values.,0.875,0.875,0.875,917,1048,1048,131,131,find projected field-value pairs using gold projection fields,False,1.0,0.875,1691,0,7,8,1706
results\flat\flat_naive\20260524_175522_flat_naive_flat_gpt-4.1-mini.json,20260524_175522,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,14,"Finn norske aksjonærer i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer, aksjeklasse, landkode, år og antall aksjer.",selection_conditions,find,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,463834,0,463834,0,find projected field-value pairs using gold projection fields,False,1.0,1.0,1732,0,128,1633,3628
results\flat\flat_naive\20260524_175522_flat_naive_flat_gpt-4.1-mini.json,20260524_175522,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,17,"Finn aksjeeierbokoppføringer der selskapsnavnet inneholder både INVEST og HOLDING. Ta med selskap, organisasjonsnummer, aksjonærnavn, aksjeklasse og år.",text_or_pattern_filter,find,ok,False,Generated query precision is below the success threshold (0.5).,0.0003,1.0,0.0006,195,195,777175,0,776980,find projected field-value pairs using gold projection fields,False,1.0,1.0,1248,0,1280,2737,5269
results\flat\flat_naive\20260524_175522_flat_naive_flat_gpt-4.1-mini.json,20260524_175522,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,19,"Finn personer født i 1990 eller senere som har en selskapsrolle. Ta med navn, fødselsdato, rolle, selskapsnavn og organisasjonsnummer.",text_or_pattern_filter,find,llm_error,False,JSON parse error: Extra data: line 1 column 193 (char 192),,,,,,,,,,False,,,1110,,,,1110
results\flat\flat_naive\20260524_175522_flat_naive_flat_gpt-4.1-mini.json,20260524_175522,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,22,"Finn politikere med feltene politikerNavn, fødselsdato, parti, kommune og stemmer totalt.",alias_projection,aggregate,generated_query_error,False,"Executor error during aggregate command on namespace: groundtruth.politikere :: caused by :: only numbers and dates are allowed in an $add expression, full error: {'ok': 0.0, 'errmsg': 'Executor error during aggregate command on namespace: groundtruth.politikere :: caused by :: only numbers and dates are allowed in an $add expression', 'code': 7157723, 'codeName': 'Location7157723'}",,,,,,,,,,False,,,2306,0,31,,2463
results\flat\flat_naive\20260524_175522_flat_naive_flat_gpt-4.1-mini.json,20260524_175522,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,27,"Finn selskaper som har minst ett eierskapsforhold. Ta med navn, organisasjonsnummer og antall eierskap.",quantifier_exists,aggregate,ok,False,Generated query missed one or more expected result documents or values.,1.0,0.1825,0.3087,23,126,23,103,0,"aggregate row values, ignoring output alias names",False,,,2283,0,16,2,2304
results\flat\flat_naive\20260524_175522_flat_naive_flat_gpt-4.1-mini.json,20260524_175522,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,28,"Finn personer som både har selskapsrolle og eier aksjer. Ta med navn, fødselsdato, antall roller og antall eide selskaper.",quantifier_exists,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,1,1,1,1,"aggregate row values, ignoring output alias names",False,,,2628,0,741,0,3372
results\flat\flat_naive\20260524_175522_flat_naive_flat_gpt-4.1-mini.json,20260524_175522,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,29,"Finn politikere som ikke har registrerte selskapsroller. Ta med navn, fødselsdato og parti.",quantifier_exists,aggregate,ok,False,Generated query missed one or more expected result documents or values.,1.0,0.999,0.9995,53217,53272,53217,55,0,"aggregate row values, ignoring output alias names",False,,,1266,0,560,885,2786
results\flat\flat_naive\20260524_175522_flat_naive_flat_gpt-4.1-mini.json,20260524_175522,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,30,Finn aktive selskaper som har aksjeeierbokoppføringer. Ta med navn og organisasjonsnummer.,quantifier_exists,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.9699,0.9079,0.9379,1065,1173,1098,108,33,"aggregate row values, ignoring output alias names",False,,,1416,0,2115,18,3554
results\flat\flat_naive\20260524_175522_flat_naive_flat_gpt-4.1-mini.json,20260524_175522,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,32,Finn antall selskaper per organisasjonstype.,aggregate_group_count,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.8571,0.8571,0.8571,6,7,7,1,1,"aggregate row values, ignoring output alias names",False,,,867,0,2,0,870
results\flat\flat_naive\20260524_175522_flat_naive_flat_gpt-4.1-mini.json,20260524_175522,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,34,Finn antall aksjonærer per landkode.,aggregate_group_count,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.9882,0.9882,0.9882,84,85,85,1,1,"aggregate row values, ignoring output alias names",False,,,1027,0,353,1,1383
results\flat\flat_naive\20260524_175522_flat_naive_flat_gpt-4.1-mini.json,20260524_175522,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,35,Finn antall eierskapsoppføringer per år.,aggregate_group_count,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,2,2,2,2,"aggregate row values, ignoring output alias names",False,,,1122,0,1,0,1124
results\flat\flat_naive\20260524_175522_flat_naive_flat_gpt-4.1-mini.json,20260524_175522,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,36,Finn totalt antall aksjer i aksjeeierboken per selskap for 2023.,aggregate_group_sum,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,879,879,879,879,"aggregate row values, ignoring output alias names",False,,,890,0,102,32,1027
results\flat\flat_naive\20260524_175522_flat_naive_flat_gpt-4.1-mini.json,20260524_175522,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,37,Finn totalt antall aksjer eid per person.,aggregate_group_sum,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,76,76,76,76,"aggregate row values, ignoring output alias names",False,,,1135,0,2,3,1143
results\flat\flat_naive\20260524_175522_flat_naive_flat_gpt-4.1-mini.json,20260524_175522,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,38,Finn totalt antall personstemmer og slengere per parti.,aggregate_group_sum,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,185,185,185,185,"aggregate row values, ignoring output alias names",False,,,803,0,37,3,846
results\flat\flat_naive\20260524_175522_flat_naive_flat_gpt-4.1-mini.json,20260524_175522,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,39,Finn totalt antall aksjer og stemmer per selskap i eierskap.,aggregate_group_sum,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,126,126,126,126,"aggregate row values, ignoring output alias names",False,,,1091,0,3,5,1100
results\flat\flat_naive\20260524_175522_flat_naive_flat_gpt-4.1-mini.json,20260524_175522,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,41,Finn gjennomsnittlig eierandel per selskap.,aggregate_group_avg,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,126,126,126,126,"aggregate row values, ignoring output alias names",False,,,1083,0,2,4,1093
results\flat\flat_naive\20260524_175522_flat_naive_flat_gpt-4.1-mini.json,20260524_175522,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,43,Finn gjennomsnittlig antall aksjer per landkode i aksjeeierboken.,aggregate_group_avg,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.9882,0.9882,0.9882,84,85,85,1,1,"aggregate row values, ignoring output alias names",False,,,861,0,564,1,1429
results\flat\flat_naive\20260524_175522_flat_naive_flat_gpt-4.1-mini.json,20260524_175522,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,48,"Finn personer med roller i flere enn ett selskap. Ta med navn, fødselsdato og antall selskaper.",aggregate_having_sort_limit,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,66,66,66,66,"aggregate row values, ignoring output alias names",False,,,1826,0,22,1,1850
results\flat\flat_naive\20260524_175522_flat_naive_flat_gpt-4.1-mini.json,20260524_175522,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,50,"Finn de 10 selskapene med flest aksjeeierbokoppføringer. Ta med navn, organisasjonsnummer og antall oppføringer.",aggregate_having_sort_limit,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.3,0.3,0.3,3,10,10,7,7,"aggregate row values, ignoring output alias names",False,,,1819,0,337,0,2159
results\flat\flat_naive\20260524_175522_flat_naive_flat_gpt-4.1-mini.json,20260524_175522,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,51,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti, selskap og rolle.",lookup_join,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.6867,0.9828,0.8085,114,116,166,2,52,"aggregate row values, ignoring output alias names",False,,,1977,0,50,3,2034
results\flat\flat_naive\20260524_175522_flat_naive_flat_gpt-4.1-mini.json,20260524_175522,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,52,"Finn politikere som eier aksjer. Ta med navn, fødselsdato, parti, selskap og eierandel.",lookup_join,aggregate,ok,False,Generated query precision is below the success threshold (0.5).,0.4,1.0,0.5714,2,2,5,0,3,"aggregate row values, ignoring output alias names",False,,,2064,0,20,0,2087
results\flat\flat_naive\20260524_175522_flat_naive_flat_gpt-4.1-mini.json,20260524_175522,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,53,"Finn aksjeeierbokoppføringer for konkursbedrifter i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer og antall aksjer.",lookup_join,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.9074,0.9074,0.9074,98,108,108,10,10,"aggregate row values, ignoring output alias names",False,,,1431,0,5920,3,7357
results\flat\flat_naive\20260524_175522_flat_naive_flat_gpt-4.1-mini.json,20260524_175522,flat_naive_flat_gpt-4.1-mini,normal,flat,naive,flat_naive,gpt-4.1-mini,,54,"Finn selskaper som har politikere med selskapsrolle. Ta med selskapsnavn, organisasjonsnummer og antall politikerroller.",lookup_join,aggregate,generated_query_error,False,"Executor error during aggregate command on namespace: groundtruth.personer :: caused by :: operation exceeded time limit, full error: {'ok': 0.0, 'errmsg': 'Executor error during aggregate command on namespace: groundtruth.personer :: caused by :: operation exceeded time limit', 'code': 50, 'codeName': 'MaxTimeMSExpired'}",,,,,,,,,,False,,,2239,0,60004,,62244
results\flat\flat_naive\20260524_181028_flat_naive_flat_gpt-5-mini.json,20260524_181028,flat_naive_flat_gpt-5-mini,normal,flat,naive,flat_naive,gpt-5-mini,,10,"Finn personlige eierskap fra 2023. Ta med eiernavn, eierens fødselsdato, selskapsnavn, organisasjonsnummer, år, eierandel og antall aksjer.",find_projection,find,ok,False,Generated query missed one or more expected result documents or values.,0.875,0.875,0.875,917,1048,1048,131,131,find projected field-value pairs using gold projection fields,False,1.0,0.875,9422,0,3,8,9433
results\flat\flat_naive\20260524_181028_flat_naive_flat_gpt-5-mini.json,20260524_181028,flat_naive_flat_gpt-5-mini,normal,flat,naive,flat_naive,gpt-5-mini,,12,"Finn selskaper etablert mellom 2015 og 2020. Ta med navn, organisasjonsnummer og etableringsdato.",selection_conditions,find,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,1623,0,1623,0,find projected field-value pairs using gold projection fields,False,1.0,1.0,7015,0,2,7,7025
results\flat\flat_naive\20260524_181028_flat_naive_flat_gpt-5-mini.json,20260524_181028,flat_naive_flat_gpt-5-mini,normal,flat,naive,flat_naive,gpt-5-mini,,14,"Finn norske aksjonærer i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer, aksjeklasse, landkode, år og antall aksjer.",selection_conditions,find,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,463834,0,463834,0,find projected field-value pairs using gold projection fields,False,1.0,1.0,10039,0,107,1644,11917
results\flat\flat_naive\20260524_181028_flat_naive_flat_gpt-5-mini.json,20260524_181028,flat_naive_flat_gpt-5-mini,normal,flat,naive,flat_naive,gpt-5-mini,,22,"Finn politikere med feltene politikerNavn, fødselsdato, parti, kommune og stemmer totalt.",alias_projection,aggregate,generated_query_error,False,"Executor error during aggregate command on namespace: groundtruth.politikere :: caused by :: $add only supports numeric or date types, not string, full error: {'ok': 0.0, 'errmsg': 'Executor error during aggregate command on namespace: groundtruth.politikere :: caused by :: $add only supports numeric or date types, not string', 'code': 14, 'codeName': 'TypeMismatch'}",,,,,,,,,,False,,,11569,0,1,,11676
results\flat\flat_naive\20260524_181028_flat_naive_flat_gpt-5-mini.json,20260524_181028,flat_naive_flat_gpt-5-mini,normal,flat,naive,flat_naive,gpt-5-mini,,30,Finn aktive selskaper som har aksjeeierbokoppføringer. Ta med navn og organisasjonsnummer.,quantifier_exists,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.9699,0.9079,0.9379,1065,1173,1098,108,33,"aggregate row values, ignoring output alias names",False,,,7263,0,2097,18,9379
results\flat\flat_naive\20260524_181028_flat_naive_flat_gpt-5-mini.json,20260524_181028,flat_naive_flat_gpt-5-mini,normal,flat,naive,flat_naive,gpt-5-mini,,32,Finn antall selskaper per organisasjonstype.,aggregate_group_count,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.8571,0.8571,0.8571,6,7,7,1,1,"aggregate row values, ignoring output alias names",False,,,3943,0,2,0,3946
results\flat\flat_naive\20260524_181028_flat_naive_flat_gpt-5-mini.json,20260524_181028,flat_naive_flat_gpt-5-mini,normal,flat,naive,flat_naive,gpt-5-mini,,34,Finn antall aksjonærer per landkode.,aggregate_group_count,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.1059,0.1059,0.1059,9,85,85,76,76,"aggregate row values, ignoring output alias names",False,,,6830,0,1203,1,8035
results\flat\flat_naive\20260524_181028_flat_naive_flat_gpt-5-mini.json,20260524_181028,flat_naive_flat_gpt-5-mini,normal,flat,naive,flat_naive,gpt-5-mini,,35,Finn antall eierskapsoppføringer per år.,aggregate_group_count,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,2,2,2,2,"aggregate row values, ignoring output alias names",False,,,7718,0,2,0,7721
results\flat\flat_naive\20260524_181028_flat_naive_flat_gpt-5-mini.json,20260524_181028,flat_naive_flat_gpt-5-mini,normal,flat,naive,flat_naive,gpt-5-mini,,37,Finn totalt antall aksjer eid per person.,aggregate_group_sum,aggregate,ok,False,Generated query missed one or more expected result documents or values.,0.0,0.0,0.0,0,76,76,76,76,"aggregate row values, ignoring output alias names",False,,,6594,0,2,2,6599
